time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.010805882275963774,0.0004022701433085439,10.006521351824405,0.1493336440404045,2.2928905212733444,0.0,-0.588041160947808,0.013316020409756253,-0.011385770398167183,-1.0085954211696482,-3.769856982332201,0.0,763.1666489383026,552.4916944606854,401.9211857989839,296.4706509964104
0.12000000000000001,-0.05965672102744218,-0.002985691345111734,9.964046667139458,0.2308993199910594,3.997389860415442,0.0,-0.7863036484846545,-0.14834913511989684,-1.4626673176166625,-1.9943052046500482,-7.2333724104912465,0.0,762.9388964794579,552.2783983040536,401.8050255354921,296.38896637401905
0.18,-0.0807628746788595,-0.015229842757890093,9.844586504901182,0.24080719325925504,4.895933175933809,0.0,0.13802684377456997,-0.2268921096163471,-2.379027794418715,-2.9387907427612214,-10.119010049695024,0.0,762.8402950049169,552.2576953578154,402.14229053355814,296.07476531226894
0.23999999999999996,-0.04279369334168769,-0.027097433004856508,9.691686245401653,0.17477053039450752,5.060981635850688,0.0,1.116153524537155,-0.16210052878098255,-2.6784164962856374,-3.8154648034704777,-12.328640226619349,0.0,763.0430337344517,552.4216140120773,402.23826344519296,296.13183353513955
0.3,0.05333709478252072,-0.03533423261627951,9.5227045968878,0.03458773876672616,4.7068981790510165,0.0,2.0984579405720485,-0.1229807359306377,-2.995314965866634,-4.608841150066532,-13.907911192356393,0.0,763.1215642985903,552.4987204921894,402.0805763767065,295.98159818083934
0.36000000000000004,0.20890139017893342,-0.04253007013325402,9.322220120499843,6.109465416508032,4.043874198451324,0.0,3.061124838966585,-0.10842425270657945,-3.7769078232227042,-5.312876450790465,-14.982705914999704,0.0,763.269853100826,552.5543598836774,402.08860342457797,295.8002682028143
0.4200000000000001,0.41190333364118303,-0.044442303393996234,9.058090401852063,5.841193187762521,3.213920504558134,0.0,3.612972322044554,0.08772259600845451,-5.081610338764397,-5.928253074805673,-15.689873951696633,0.0,763.217904353037,552.2846108340876,402.2508610362305,295.4255084179952
0.48000000000000015,0.6265838979633453,-0.025859457004057698,8.71052458480443,5.5204002702673804,2.2974211237515565,0.0,3.4194160471921498,0.55939643304814,-6.471513985355503,-6.45169593086399,-16.143946857023764,0.0,763.0481628356913,551.8528585578098,402.03782838218814,295.3037417277586
0.5400000000000001,0.807039349443561,0.019200650325466053,8.292256469238898,5.156001234489841,1.3361356852678385,0.0,2.5360307392132184,0.8537406242959167,-7.374542751991333,-6.887837717708119,-16.427451835210526,0.0,763.1616640937058,552.0432269163817,401.8561592330535,295.4024754418171
0.6000000000000002,0.9325800268025961,0.05900112871402066,7.834086836736692,4.75694284733779,0.3520278089950679,0.0,1.7232411075495502,0.34838023578558425,-7.893119531324692,-7.248455532953245,-16.60816140147535,0.0,763.5003532210465,552.1364771092259,401.8672114790707,295.47667523545624
0.6600000000000003,1.0308431632455592,0.050772669403340874,7.33928104770153,4.330531468218947,5.6384927326799605,0.0,1.6991217292989027,-0.6113834295732962,-8.660152077793368,-7.544859809709383,-16.726831509993183,0.0,763.7149718110475,552.0316597148122,401.89717609228546,295.53008643826695
0.7200000000000003,1.153588473008831,-0.002488777831387366,6.791722932735138,3.882499900461969,4.634162096963976,0.0,2.4707940181410923,-1.0525646820775993,-9.561416895599109,-7.785754542825998,-16.787734559690783,0.0,762.8990608618757,551.9400277232049,401.7954507875846,295.4507775475614
0.7800000000000004,1.33120910773991,-0.062371203210277656,6.203976983559549,3.417485337841496,3.626216436389676,0.0,3.39897322521754,-0.8925405683722719,-9.90619383121721,-7.977685514642512,-16.834503414067978,0.0,763.1629376385027,551.4285844092714,401.6763989468983,295.5114368984649
0.8400000000000004,1.5441332976200393,-0.11168668713895859,5.613670253783593,2.9395362837520516,2.6157525946450306,0.0,3.563560034316265,-0.8031374430997241,-9.772759662660519,-8.130939028446003,-16.855707777131446,0.0,762.9682061939187,551.582051860236,401.617851325008,295.46127707899393
0.9000000000000005,1.7430000366600584,-0.16409646882903198,5.026528415899772,2.451621140674309,1.6041671540737337,0.0,2.9600698413302378,-0.9520505546763425,-9.859305281641804,-8.253643745633413,-16.86793284990702,0.0,763.0601422245696,551.7790961160188,401.78841805205593,295.6501664578594
0.9600000000000005,1.8913622959535925,-0.217037300940024,4.417590782351015,1.9559486333070577,0.5918670727310618,0.0,2.0191759527672075,-0.6865692670606076,-10.51098219851911,-8.351079447613277,-16.87967467118814,0.0,763.1377435771351,551.7243902348516,401.7637901379157,295.71223032967123
1.0200000000000005,2.000477335559617,-0.23115522779699071,3.765856996247656,1.454292542548945,5.862258447996833,0.0,1.7651099083774882,0.26106561078992857,-11.147173749018737,-8.434547578698282,-16.880137944560236,0.0,762.7680447020716,551.7891686952474,402.2459514335544,295.60947744519785
1.0800000000000005,2.1232056588319597,-0.19227063338299769,3.0887844634111006,0.9475654618351914,4.8494821424119365,0.0,2.4333362230631628,0.9169095364668763,-11.404709471367314,-8.503915636858741,-16.878739881853654,0.0,762.8866807841804,552.0405168998665,402.5819844056697,295.5829489138701
1.1400000000000006,2.2980903500575036,-0.13856613868276602,2.389290990772823,0.4366778083832745,3.8367288620498936,0.0,3.3452564848192297,0.7916055653010523,-12.02307353051205,-8.559590081062181,-16.880789058298387,0.0,762.8557120834579,551.9105322555675,402.4891929777699,295.4122283531339
